1, none, biomesoplenty:origin_valley, MONSTER, alexsmobs:centipede_head,10,1,1
1611, taiga, minecraft:taiga_mountains, MONSTER, minecraft:creeper,50,4,4
1612, taiga, minecraft:taiga_mountains, MONSTER, minecraft:enderman,10,1,4
1613, taiga, minecraft:taiga_mountains, MONSTER, minecraft:skeleton,50,4,4
1614, taiga, minecraft:taiga_mountains, MONSTER, minecraft:slime,50,4,4
1615, taiga, minecraft:taiga_mountains, MONSTER, minecraft:spider,50,4,4
1616, taiga, minecraft:taiga_mountains, MONSTER, minecraft:witch,10,1,1
1617, taiga, minecraft:taiga_mountains, MONSTER, minecraft:zombie,50,4,4
1618, taiga, minecraft:taiga_mountains, MONSTER, minecraft:zombie_villager,10,1,1
1619, taiga, minecraft:taiga_mountains, MONSTER, quark:stoneling,50,1,1
1620, taiga, minecraft:taiga_mountains, MONSTER, quark:toretoise,50,1,1
1621, taiga, minecraft:taiga_mountains, CREATURE, alexsmobs:crow,10,3,5
1622, taiga, minecraft:taiga_mountains, CREATURE, alexsmobs:fly,10,2,3
1623, taiga, minecraft:taiga_mountains, CREATURE, alexsmobs:grizzly_bear,10,2,3
1624, taiga, minecraft:taiga_mountains, CREATURE, alexsmobs:raccoon,10,2,4
1625, taiga, minecraft:taiga_mountains, CREATURE, alexsmobs:sunbird,10,1,1
1626, taiga, minecraft:taiga_mountains, CREATURE, minecraft:fox,10,2,4
1627, taiga, minecraft:taiga_mountains, CREATURE, minecraft:rabbit,10,2,3
1628, taiga, minecraft:taiga_mountains, CREATURE, minecraft:wolf,10,4,4
1629, taiga, minecraft:taiga_mountains, AMBIENT, alexsmobs:cockroach,10,5,5
1630, taiga, minecraft:taiga_mountains, AMBIENT, minecraft:bat,10,8,8
1631, beach, minecraft:snowy_beach, MONSTER, alexsmobs:centipede_head,10,1,1
1632, beach, minecraft:snowy_beach, MONSTER, lurkermod:lurker,35,1,1
1633, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper,50,4,4
1634, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman,10,1,4
1635, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton,50,4,4
1636, beach, minecraft:snowy_beach, MONSTER, minecraft:slime,50,4,4
1637, beach, minecraft:snowy_beach, MONSTER, minecraft:spider,50,4,4
1638, beach, minecraft:snowy_beach, MONSTER, minecraft:witch,10,1,1
1639, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie,50,4,4
1640, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager,10,1,1
1641, beach, minecraft:snowy_beach, MONSTER, quark:stoneling,50,1,1
1642, beach, minecraft:snowy_beach, MONSTER, quark:toretoise,50,1,1
1643, beach, minecraft:snowy_beach, MONSTER, cnb:yeti,1,1,1
1644, beach, minecraft:snowy_beach, CREATURE, alexsmobs:fly,10,2,3
1645, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seal,30,3,8
1646, beach, minecraft:snowy_beach, CREATURE, quark:crab,10,1,3
1647, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:cockroach,10,5,5
1648, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat,10,8,8
1649, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:lobster,10,3,5
1650, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper,50,4,4
1651, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned,10,1,1
1652, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman,10,1,4
1653, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton,50,4,4
1654, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime,50,4,4
1655, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider,50,4,4
1656, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch,10,1,1
1657, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie,50,4,4
1658, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1659, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling,50,1,1
1660, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise,50,1,1
1661, ocean, minecraft:deep_frozen_ocean, CREATURE, alexsmobs:seal,30,3,8
1662, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear,10,1,2
1663, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat,10,8,8
1664, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:orca,10,3,4
1665, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1666, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:blobfish,30,2,2
1667, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1668, forest, biomesoplenty:silkglade, MONSTER, alexsmobs:centipede_head,10,1,1
1669, forest, biomesoplenty:silkglade, MONSTER, lurkermod:lurker,35,1,1
1670, forest, biomesoplenty:silkglade, MONSTER, minecraft:cave_spider,35,4,4
1671, forest, biomesoplenty:silkglade, MONSTER, minecraft:slime,50,4,4
1672, forest, biomesoplenty:silkglade, MONSTER, minecraft:spider,50,4,4
1673, forest, biomesoplenty:silkglade, MONSTER, quark:stoneling,50,1,1
1674, forest, biomesoplenty:silkglade, MONSTER, quark:toretoise,50,1,1
1675, forest, biomesoplenty:silkglade, CREATURE, alexsmobs:crow,10,3,5
1676, forest, biomesoplenty:silkglade, CREATURE, alexsmobs:fly,10,2,3
1677, forest, biomesoplenty:silkglade, CREATURE, alexsmobs:grizzly_bear,10,2,3
1678, forest, biomesoplenty:silkglade, CREATURE, alexsmobs:raccoon,10,2,4
1679, forest, biomesoplenty:silkglade, AMBIENT, alexsmobs:cockroach,10,5,5
1680, forest, biomesoplenty:silkglade, AMBIENT, minecraft:bat,10,8,8
1681, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head,10,1,1
1682, forest, minecraft:dark_forest, MONSTER, lurkermod:lurker,35,1,1
1683, forest, minecraft:dark_forest, MONSTER, minecraft:creeper,50,4,4
1684, forest, minecraft:dark_forest, MONSTER, minecraft:enderman,10,1,4
1685, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton,50,4,4
1686, forest, minecraft:dark_forest, MONSTER, minecraft:slime,50,4,4
1687, forest, minecraft:dark_forest, MONSTER, minecraft:spider,50,4,4
1688, forest, minecraft:dark_forest, MONSTER, minecraft:witch,10,1,1
1689, forest, minecraft:dark_forest, MONSTER, minecraft:zombie,50,4,4
1690, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager,10,1,1
1691, forest, minecraft:dark_forest, MONSTER, quark:stoneling,50,1,1
1692, forest, minecraft:dark_forest, MONSTER, quark:toretoise,50,1,1
1693, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow,10,3,5
1694, forest, minecraft:dark_forest, CREATURE, alexsmobs:fly,10,2,3
1695, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear,10,2,3
1696, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon,10,2,4
1697, forest, minecraft:dark_forest, CREATURE, minecraft:chicken,10,4,4
1698, forest, minecraft:dark_forest, CREATURE, minecraft:pig,10,4,4
1699, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach,10,5,5
1700, forest, minecraft:dark_forest, AMBIENT, minecraft:bat,10,8,8
1701, forest, minecraft:dark_forest, AMBIENT, supplementaries:firefly,10,5,9
1702, jungle, biomesoplenty:rainforest_floodplain, MONSTER, alexsmobs:centipede_head,10,1,1
1703, jungle, biomesoplenty:rainforest_floodplain, MONSTER, lurkermod:lurker,35,1,1
1704, jungle, biomesoplenty:rainforest_floodplain, MONSTER, minecraft:creeper,50,4,4
1705, jungle, biomesoplenty:rainforest_floodplain, MONSTER, minecraft:enderman,10,1,4
1706, jungle, biomesoplenty:rainforest_floodplain, MONSTER, minecraft:skeleton,50,4,4
1707, jungle, biomesoplenty:rainforest_floodplain, MONSTER, minecraft:slime,50,4,4
1708, jungle, biomesoplenty:rainforest_floodplain, MONSTER, minecraft:spider,50,4,4
1709, jungle, biomesoplenty:rainforest_floodplain, MONSTER, minecraft:witch,10,1,1
1710, jungle, biomesoplenty:rainforest_floodplain, MONSTER, minecraft:zombie,50,4,4
1711, jungle, biomesoplenty:rainforest_floodplain, MONSTER, minecraft:zombie_villager,10,1,1
1712, jungle, biomesoplenty:rainforest_floodplain, MONSTER, quark:stoneling,50,1,1
1713, jungle, biomesoplenty:rainforest_floodplain, MONSTER, quark:toretoise,50,1,1
1714, jungle, biomesoplenty:rainforest_floodplain, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
1715, jungle, biomesoplenty:rainforest_floodplain, CREATURE, alexsmobs:capuchin_monkey,55,9,12
1716, jungle, biomesoplenty:rainforest_floodplain, CREATURE, alexsmobs:crocodile,40,1,2
1717, jungle, biomesoplenty:rainforest_floodplain, CREATURE, alexsmobs:fly,10,2,3
1718, jungle, biomesoplenty:rainforest_floodplain, CREATURE, alexsmobs:gorilla,35,7,7
1719, jungle, biomesoplenty:rainforest_floodplain, CREATURE, alexsmobs:hummingbird,39,7,7
1720, jungle, biomesoplenty:rainforest_floodplain, CREATURE, alexsmobs:shoebill,10,1,2
1721, jungle, biomesoplenty:rainforest_floodplain, AMBIENT, alexsmobs:cockroach,10,5,5
1722, jungle, biomesoplenty:rainforest_floodplain, AMBIENT, minecraft:bat,10,8,8
1723, nether, biomesoplenty:undergrowth, MONSTER, alexsmobs:bone_serpent,10,1,1
1724, nether, biomesoplenty:undergrowth, MONSTER, lurkermod:lurker,30,1,1
1725, nether, biomesoplenty:undergrowth, MONSTER, minecraft:ghast,35,4,4
1726, nether, biomesoplenty:undergrowth, MONSTER, minecraft:hoglin,10,3,4
1727, nether, biomesoplenty:undergrowth, MONSTER, minecraft:magma_cube,10,4,4
1728, nether, biomesoplenty:undergrowth, MONSTER, minecraft:zombified_piglin,10,1,4
1729, nether, biomesoplenty:undergrowth, MONSTER, cnb:cindershell,10,1,1
1730, nether, biomesoplenty:undergrowth, CREATURE, minecraft:strider,60,1,2
1731, forest, biomesoplenty:orchard, MONSTER, alexsmobs:centipede_head,10,1,1
1732, forest, biomesoplenty:orchard, MONSTER, lurkermod:lurker,35,1,1
1733, forest, biomesoplenty:orchard, MONSTER, minecraft:creeper,50,4,4
1734, forest, biomesoplenty:orchard, MONSTER, minecraft:enderman,10,1,4
1735, forest, biomesoplenty:orchard, MONSTER, minecraft:skeleton,50,4,4
1736, forest, biomesoplenty:orchard, MONSTER, minecraft:slime,50,4,4
1737, forest, biomesoplenty:orchard, MONSTER, minecraft:spider,50,4,4
1738, forest, biomesoplenty:orchard, MONSTER, minecraft:witch,10,1,1
1739, forest, biomesoplenty:orchard, MONSTER, minecraft:zombie,50,4,4
1740, forest, biomesoplenty:orchard, MONSTER, minecraft:zombie_villager,10,1,1
1741, forest, biomesoplenty:orchard, MONSTER, quark:stoneling,50,1,1
1742, forest, biomesoplenty:orchard, MONSTER, quark:toretoise,50,1,1
1743, forest, biomesoplenty:orchard, CREATURE, alexsmobs:crow,10,3,5
1744, forest, biomesoplenty:orchard, CREATURE, alexsmobs:fly,10,2,3
1745, forest, biomesoplenty:orchard, CREATURE, alexsmobs:grizzly_bear,10,2,3
1746, forest, biomesoplenty:orchard, CREATURE, alexsmobs:raccoon,10,2,4
1747, forest, biomesoplenty:orchard, CREATURE, minecraft:chicken,10,4,4
1748, forest, biomesoplenty:orchard, CREATURE, minecraft:pig,10,4,4
1749, forest, biomesoplenty:orchard, AMBIENT, alexsmobs:cockroach,10,5,5
1750, forest, biomesoplenty:orchard, AMBIENT, minecraft:bat,10,8,8
1751, the_end, betterendforge:megalake, MONSTER, lurkermod:lurker,10,1,1
1752, the_end, betterendforge:megalake, MONSTER, minecraft:enderman,10,1,2
1753, the_end, betterendforge:megalake, MONSTER, outer_end:purpur_golem,10,1,1
1754, taiga, biomesoplenty:tundra_bog, MONSTER, alexsmobs:centipede_head,10,1,1
1755, taiga, biomesoplenty:tundra_bog, MONSTER, lurkermod:lurker,35,1,1
1756, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:creeper,50,4,4
1757, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:enderman,10,1,4
1758, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:skeleton,50,4,4
1759, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:slime,50,4,4
1760, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:slime,10,1,1
1761, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:spider,50,4,4
1762, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:witch,10,1,1
1763, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:zombie,50,4,4
1764, taiga, biomesoplenty:tundra_bog, MONSTER, minecraft:zombie_villager,10,1,1
1765, taiga, biomesoplenty:tundra_bog, MONSTER, quark:stoneling,50,1,1
1766, taiga, biomesoplenty:tundra_bog, MONSTER, quark:toretoise,50,1,1
1767, taiga, biomesoplenty:tundra_bog, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
1768, taiga, biomesoplenty:tundra_bog, CREATURE, alexsmobs:crocodile,40,1,2
1769, taiga, biomesoplenty:tundra_bog, CREATURE, alexsmobs:fly,10,2,3
1770, taiga, biomesoplenty:tundra_bog, CREATURE, alexsmobs:shoebill,10,1,2
1771, taiga, biomesoplenty:tundra_bog, AMBIENT, alexsmobs:cockroach,10,5,5
1772, taiga, biomesoplenty:tundra_bog, AMBIENT, minecraft:bat,10,8,8
1773, extreme_hills, minecraft:gravelly_mountains, MONSTER, alexsmobs:centipede_head,10,1,1
1774, extreme_hills, minecraft:gravelly_mountains, MONSTER, lurkermod:lurker,35,1,1
1775, extreme_hills, minecraft:gravelly_mountains, MONSTER, minecraft:creeper,50,4,4
1776, extreme_hills, minecraft:gravelly_mountains, MONSTER, minecraft:enderman,10,1,4
1777, extreme_hills, minecraft:gravelly_mountains, MONSTER, minecraft:skeleton,50,4,4
1778, extreme_hills, minecraft:gravelly_mountains, MONSTER, minecraft:slime,50,4,4
1779, extreme_hills, minecraft:gravelly_mountains, MONSTER, minecraft:spider,50,4,4
1780, extreme_hills, minecraft:gravelly_mountains, MONSTER, minecraft:witch,10,1,1
1781, extreme_hills, minecraft:gravelly_mountains, MONSTER, minecraft:zombie,50,4,4
1782, extreme_hills, minecraft:gravelly_mountains, MONSTER, minecraft:zombie_villager,10,1,1
1783, extreme_hills, minecraft:gravelly_mountains, MONSTER, quark:stoneling,50,1,1
1784, extreme_hills, minecraft:gravelly_mountains, MONSTER, quark:toretoise,50,1,1
1785, extreme_hills, minecraft:gravelly_mountains, MONSTER, savageandravage:iceologer,10,1,1
1786, extreme_hills, minecraft:gravelly_mountains, CREATURE, alexsmobs:fly,10,2,3
1787, extreme_hills, minecraft:gravelly_mountains, CREATURE, alexsmobs:sunbird,10,1,1
1788, extreme_hills, minecraft:gravelly_mountains, CREATURE, minecraft:llama,10,4,6
1789, extreme_hills, minecraft:gravelly_mountains, AMBIENT, alexsmobs:cockroach,10,5,5
1790, extreme_hills, minecraft:gravelly_mountains, AMBIENT, minecraft:bat,10,8,8
1791, the_end, minecraft:end_midlands, MONSTER, lurkermod:lurker,10,1,1
1792, the_end, minecraft:end_midlands, MONSTER, minecraft:enderman,10,4,4
1793, the_end, minecraft:end_midlands, MONSTER, outer_end:purpur_golem,10,1,1
1794, the_end, minecraft:end_midlands, CREATURE, alexsmobs:endergrade,10,2,6
1795, none, biomesoplenty:volcano, MONSTER, alexsmobs:centipede_head,10,1,1
1796, none, biomesoplenty:volcano, MONSTER, lurkermod:lurker,35,1,1
1797, none, biomesoplenty:volcano, MONSTER, minecraft:creeper,50,4,4
1798, none, biomesoplenty:volcano, MONSTER, minecraft:enderman,10,1,4
1799, none, biomesoplenty:volcano, MONSTER, minecraft:skeleton,50,4,4
1800, none, biomesoplenty:volcano, MONSTER, minecraft:slime,50,4,4
1801, none, biomesoplenty:volcano, MONSTER, minecraft:spider,50,4,4
1802, none, biomesoplenty:volcano, MONSTER, minecraft:witch,10,1,1
1803, none, biomesoplenty:volcano, MONSTER, minecraft:zombie,50,4,4
1804, none, biomesoplenty:volcano, MONSTER, minecraft:zombie_villager,10,1,1
1805, none, biomesoplenty:volcano, CREATURE, alexsmobs:fly,10,2,3
1806, none, biomesoplenty:volcano, CREATURE, alexsmobs:sunbird,10,1,1
1807, none, biomesoplenty:volcano, AMBIENT, alexsmobs:cockroach,10,5,5
1808, savanna, biomesoplenty:dryland, MONSTER, alexsmobs:centipede_head,10,1,1
1809, savanna, biomesoplenty:dryland, MONSTER, lurkermod:lurker,35,1,1
1810, savanna, biomesoplenty:dryland, MONSTER, minecraft:creeper,50,4,4
1811, savanna, biomesoplenty:dryland, MONSTER, minecraft:enderman,10,1,4
1812, savanna, biomesoplenty:dryland, MONSTER, minecraft:skeleton,50,4,4
1813, savanna, biomesoplenty:dryland, MONSTER, minecraft:slime,50,4,4
1814, savanna, biomesoplenty:dryland, MONSTER, minecraft:spider,50,4,4
1815, savanna, biomesoplenty:dryland, MONSTER, minecraft:witch,10,1,1
1816, savanna, biomesoplenty:dryland, MONSTER, minecraft:zombie,50,4,4
1817, savanna, biomesoplenty:dryland, MONSTER, minecraft:zombie_villager,10,1,1
1818, savanna, biomesoplenty:dryland, MONSTER, quark:stoneling,50,1,1
1819, savanna, biomesoplenty:dryland, MONSTER, quark:toretoise,50,1,1
1820, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:elephant,30,3,5
1821, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:fly,10,2,3
1822, savanna, biomesoplenty:dryland, CREATURE, alexsmobs:gazelle,40,7,7
1823, savanna, biomesoplenty:dryland, AMBIENT, alexsmobs:cockroach,10,5,5
1824, savanna, biomesoplenty:dryland, AMBIENT, minecraft:bat,10,8,8
1825, the_end, betterendforge:ice_starfield, MONSTER, lurkermod:lurker,10,1,1
1826, the_end, betterendforge:ice_starfield, MONSTER, minecraft:enderman,20,1,4
1827, the_end, betterendforge:ice_starfield, MONSTER, outer_end:purpur_golem,10,1,1
1828, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper,50,4,4
1829, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned,10,1,1
1830, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman,10,1,4
1831, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton,50,4,4
1832, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime,50,4,4
1833, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider,50,4,4
1834, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch,10,1,1
1835, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie,50,4,4
1836, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1837, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling,50,1,1
1838, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise,50,1,1
1839, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal,30,3,8
1840, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear,10,1,2
1841, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat,10,8,8
1842, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca,10,3,4
1843, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1844, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1845, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent,10,1,1
1846, nether, minecraft:nether_wastes, MONSTER, lurkermod:lurker,30,1,1
1847, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman,10,4,4
1848, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast,35,4,4
1849, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube,10,4,4
1850, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin,15,4,4
1851, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin,50,4,4
1852, nether, minecraft:nether_wastes, MONSTER, outvoted:wildfire,10,1,1
1853, nether, minecraft:nether_wastes, MONSTER, quark:foxhound,30,1,2
1854, nether, minecraft:nether_wastes, MONSTER, infernalexp:voline,30,3,5
1855, nether, minecraft:nether_wastes, MONSTER, cnb:cindershell,10,1,1
1856, nether, minecraft:nether_wastes, MONSTER, cnb:hostile_sporeling,10,1,1
1857, nether, minecraft:nether_wastes, CREATURE, minecraft:strider,60,1,2
1858, swamp, biomesoplenty:wetland, MONSTER, alexsmobs:centipede_head,10,1,1
1859, swamp, biomesoplenty:wetland, MONSTER, lurkermod:lurker,35,1,1
1860, swamp, biomesoplenty:wetland, MONSTER, minecraft:creeper,50,4,4
1861, swamp, biomesoplenty:wetland, MONSTER, minecraft:enderman,10,1,4
1862, swamp, biomesoplenty:wetland, MONSTER, minecraft:skeleton,50,4,4
1863, swamp, biomesoplenty:wetland, MONSTER, minecraft:slime,50,4,4
1864, swamp, biomesoplenty:wetland, MONSTER, minecraft:slime,10,1,1
1865, swamp, biomesoplenty:wetland, MONSTER, minecraft:spider,50,4,4
1866, swamp, biomesoplenty:wetland, MONSTER, minecraft:witch,10,1,1
1867, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie,50,4,4
1868, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie_villager,10,1,1
1869, swamp, biomesoplenty:wetland, MONSTER, outvoted:hunger,10,1,1
1870, swamp, biomesoplenty:wetland, MONSTER, quark:stoneling,50,1,1
1871, swamp, biomesoplenty:wetland, MONSTER, quark:toretoise,50,1,1
1872, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
1873, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:crocodile,40,1,2
1874, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:crow,10,3,5
1875, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:fly,10,2,3
1876, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:grizzly_bear,10,2,3
1877, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:raccoon,10,2,4
1878, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:shoebill,10,1,2
1879, swamp, biomesoplenty:wetland, CREATURE, minecraft:fox,10,2,4
1880, swamp, biomesoplenty:wetland, CREATURE, quark:frog,40,1,3
1881, swamp, biomesoplenty:wetland, CREATURE, cnb:lilytad,35,1,3
1882, swamp, biomesoplenty:wetland, AMBIENT, alexsmobs:cockroach,10,5,5
1883, swamp, biomesoplenty:wetland, AMBIENT, minecraft:bat,10,8,8
1884, swamp, biomesoplenty:wetland, WATER_CREATURE, minecraft:squid,10,1,2
1885, swamp, biomesoplenty:wetland, WATER_AMBIENT, minecraft:salmon,10,1,5
1886, plains, minecraft:plains, MONSTER, alexsmobs:centipede_head,10,1,1
1887, plains, minecraft:plains, MONSTER, lurkermod:lurker,35,1,1
1888, plains, minecraft:plains, MONSTER, minecraft:creeper,50,4,4
1889, plains, minecraft:plains, MONSTER, minecraft:enderman,10,1,4
1890, plains, minecraft:plains, MONSTER, minecraft:skeleton,50,4,4
1891, plains, minecraft:plains, MONSTER, minecraft:slime,50,4,4
1892, plains, minecraft:plains, MONSTER, minecraft:spider,50,4,4
1893, plains, minecraft:plains, MONSTER, minecraft:witch,10,1,1
1894, plains, minecraft:plains, MONSTER, minecraft:zombie,50,4,4
1895, plains, minecraft:plains, MONSTER, minecraft:zombie_villager,10,1,1
1896, plains, minecraft:plains, MONSTER, quark:stoneling,50,1,1
1897, plains, minecraft:plains, MONSTER, quark:toretoise,50,1,1
1898, plains, minecraft:plains, CREATURE, alexsmobs:crow,10,3,5
1899, plains, minecraft:plains, CREATURE, alexsmobs:fly,10,2,3
1900, plains, minecraft:plains, CREATURE, alexsmobs:raccoon,10,2,4
1901, plains, minecraft:plains, CREATURE, minecraft:cow,10,4,4
1902, plains, minecraft:plains, CREATURE, minecraft:donkey,10,1,3
1903, plains, minecraft:plains, CREATURE, minecraft:horse,10,2,6
1904, plains, minecraft:plains, CREATURE, minecraft:sheep,12,4,4
1905, plains, minecraft:plains, AMBIENT, alexsmobs:cockroach,10,5,5
1906, plains, minecraft:plains, AMBIENT, minecraft:bat,10,8,8
1907, plains, minecraft:plains, AMBIENT, supplementaries:firefly,10,5,9
1908, plains, autumnity:pumpkin_fields, MONSTER, alexsmobs:centipede_head,10,1,1
1909, plains, autumnity:pumpkin_fields, MONSTER, lurkermod:lurker,35,1,1
1910, plains, autumnity:pumpkin_fields, MONSTER, minecraft:creeper,50,4,4
1911, plains, autumnity:pumpkin_fields, MONSTER, minecraft:enderman,10,1,4
1912, plains, autumnity:pumpkin_fields, MONSTER, minecraft:skeleton,50,4,4
1913, plains, autumnity:pumpkin_fields, MONSTER, minecraft:slime,50,4,4
1914, plains, autumnity:pumpkin_fields, MONSTER, minecraft:spider,50,4,4
1915, plains, autumnity:pumpkin_fields, MONSTER, minecraft:witch,10,1,1
1916, plains, autumnity:pumpkin_fields, MONSTER, minecraft:zombie,50,4,4
1917, plains, autumnity:pumpkin_fields, MONSTER, minecraft:zombie_villager,10,1,1
1918, plains, autumnity:pumpkin_fields, MONSTER, quark:stoneling,50,1,1
1919, plains, autumnity:pumpkin_fields, MONSTER, quark:toretoise,50,1,1
1920, plains, autumnity:pumpkin_fields, CREATURE, alexsmobs:crow,10,3,5
1921, plains, autumnity:pumpkin_fields, CREATURE, alexsmobs:fly,10,2,3
1922, plains, autumnity:pumpkin_fields, CREATURE, alexsmobs:raccoon,10,2,4
1923, plains, autumnity:pumpkin_fields, CREATURE, minecraft:cow,10,4,4
1924, plains, autumnity:pumpkin_fields, CREATURE, minecraft:pig,10,4,4
1925, plains, autumnity:pumpkin_fields, CREATURE, minecraft:sheep,12,4,4
1926, plains, autumnity:pumpkin_fields, AMBIENT, alexsmobs:cockroach,10,5,5
1927, plains, autumnity:pumpkin_fields, AMBIENT, minecraft:bat,10,8,8
1928, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, alexsmobs:centipede_head,10,1,1
1929, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, lurkermod:lurker,35,1,1
1930, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:creeper,50,4,4
1931, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:enderman,10,1,4
1932, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:skeleton,50,4,4
1933, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:slime,50,4,4
1934, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:spider,50,4,4
1935, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:witch,10,1,1
1936, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:zombie,50,4,4
1937, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, minecraft:zombie_villager,10,1,1
1938, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, quark:stoneling,50,1,1
1939, mesa, minecraft:modified_wooded_badlands_plateau, MONSTER, quark:toretoise,50,1,1
1940, mesa, minecraft:modified_wooded_badlands_plateau, CREATURE, alexsmobs:fly,10,2,3
1941, mesa, minecraft:modified_wooded_badlands_plateau, CREATURE, cnb:lizard,50,1,1
1942, mesa, minecraft:modified_wooded_badlands_plateau, AMBIENT, alexsmobs:cockroach,10,5,5
